amedas_code,name,name_kana,name_en,latitude,longitude,altitude_m,station_type,elems,prec_no,block_no,etrn_name,match_status,candidate_block_nos,station_class,rank_url
50106,井川,イカワ,Ikawa,35.216667,138.221667,755,C,11112010,50,1338,井川,exact,1338,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=1338&year=&month=&day=&view=
50136,御殿場,ゴテンバ,Gotenba,35.305,138.926667,472,C,11112010,50,0441,御殿場,exact,0441,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0441&year=&month=&day=&view=
50196,富士,フジ,Fuji,35.185,138.663333,66,C,11112010,50,0442,富士,exact,0442,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0442&year=&month=&day=&view=
50206,三島,ミシマ,Mishima,35.113333,138.925,21,B,11111011,50,47657,三島,exact,47657,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=50&block_no=47657&year=&month=&day=&view=
50226,佐久間,サクマ,Sakuma,35.056667,137.761667,150,C,11112010,50,0986,佐久間,exact,0986,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0986&year=&month=&day=&view=
50241,川根本町,カワネホンチョウ,Kawane-Honcho,35.101667,138.128333,290,C,11112010,50,0445,川根本町,exact,0445,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0445&year=&month=&day=&view=
50261,清水,シミズ,Shimizu,35.053333,138.521667,3,C,11112010,50,1243,清水,exact,1243,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=1243&year=&month=&day=&view=
50281,網代,アジロ,Ajiro,35.045,139.091667,67,B,11111011,50,47668,網代,exact,47668,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=50&block_no=47668&year=&month=&day=&view=
50331,静岡,シズオカ,Shizuoka,34.975,138.403333,14,A,11111111,50,47656,静岡,exact,47656,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=50&block_no=47656&year=&month=&day=&view=
50386,天竜,テンリュウ,Tenryu,34.89,137.813333,61,C,11112010,50,0451,天竜,exact,0451,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0451&year=&month=&day=&view=
50456,浜松,ハママツ,Hamamatsu,34.753333,137.711667,46,B,11111011,50,47654,浜松,exact,47654,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=50&block_no=47654&year=&month=&day=&view=
50476,菊川牧之原,キクガワマキノハラ,Kikugawa-Makinohara,34.785,138.138333,191,C,11112010,50,1335,菊川牧之原,exact,1335,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=1335&year=&month=&day=&view=
50477,静岡空港,シズオカクウコウ：静岡空港,Shizuoka Airport,34.795,138.188333,132,C,11110000,50,1601,静岡空港,exact,1601,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=1601&year=&month=&day=&view=
50491,松崎,マツザキ,Matsuzaki,34.755,138.783333,4,C,11112010,50,0456,松崎,exact,0456,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0456&year=&month=&day=&view=
50506,稲取,イナトリ,Inatori,34.781667,139.048333,130,C,11112010,50,0457,稲取,exact,0457,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=0457&year=&month=&day=&view=
50536,磐田,イワタ,Iwata,34.691667,137.88,1,C,11112010,50,1244,磐田,exact,1244,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=50&block_no=1244&year=&month=&day=&view=
50551,御前崎,オマエザキ,Omaezaki,34.603333,138.213333,45,B,11111011,50,47655,御前崎,exact,47655,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=50&block_no=47655&year=&month=&day=&view=
50561,石廊崎,イロウザキ,Irozaki,34.603333,138.841667,52,B,11111011,50,47666,石廊崎,exact,47666,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=50&block_no=47666&year=&month=&day=&view=
51031,愛西,アイサイ,Aisai,35.216667,136.698333,5,C,11112010,51,1346,愛西,exact,1346,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=1346&year=&month=&day=&view=
51071,稲武,イナブ,Inabu,35.211667,137.506667,505,C,11112010,51,0982,稲武,exact,0982,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=0982&year=&month=&day=&view=
51106,名古屋,ナゴヤ,Nagoya,35.166667,136.965,51,A,11111111,51,47636,名古屋,exact,47636,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=51&block_no=47636&year=&month=&day=&view=
51116,豊田,トヨタ,Toyota,35.131667,137.176667,75,C,11112010,51,0464,豊田,exact,0464,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=0464&year=&month=&day=&view=
51216,大府,オオブ,Obu,34.995,136.943333,32,C,11112010,51,1638,大府,exact,1638,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=1638&year=&month=&day=&view=
51226,岡崎,オカザキ,Okazaki,34.918333,137.193333,47,C,11112010,51,0467,岡崎,exact,0467,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=0467&year=&month=&day=&view=
51247,新城,シンシロ,Shinshiro,34.906667,137.518333,53,C,11112010,51,1541,新城,exact,1541,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=1541&year=&month=&day=&view=
51261,セントレア,セントレア：中部国際空港,Centrair,34.858333,136.805,4,C,11110000,51,1555,セントレア,exact,1555,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=1555&year=&month=&day=&view=
51281,蒲郡,ガマゴオリ,Gamagori,34.845,137.216667,55,C,11112010,51,1344,蒲郡,exact,1344,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=1344&year=&month=&day=&view=
51311,南知多,ミナミチタ,Minamichita,34.74,136.938333,16,C,11112010,51,0984,南知多,exact,0984,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=0984&year=&month=&day=&view=
51331,豊橋,トヨハシ,Toyohashi,34.75,137.341667,3,C,11112010,51,0470,豊橋,exact,0470,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=51&block_no=0470&year=&month=&day=&view=
51346,伊良湖,イラコ,Irako,34.628333,137.093333,6,B,11111011,51,47653,伊良湖,exact,47653,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=51&block_no=47653&year=&month=&day=&view=
52041,河合,カワイ,Kawai,36.305,137.1,471,C,11112110,52,1308,河合,exact,1308,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1308&year=&month=&day=&view=
52051,神岡,カミオカ,Kamioka,36.321667,137.308333,455,C,11112110,52,0473,神岡,exact,0473,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0473&year=&month=&day=&view=
52081,白川,シラカワ,Shirakawa,36.273333,136.896667,478,C,11112110,52,1306,白川,exact,1306,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1306&year=&month=&day=&view=
52111,栃尾,トチオ,Tochio,36.248333,137.503333,765,C,11112010,52,1061,栃尾,exact,1061,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1061&year=&month=&day=&view=
52146,高山,タカヤマ,Takayama,36.155,137.253333,560,B,11111111,52,47617,高山,exact,47617,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=52&block_no=47617&year=&month=&day=&view=
52181,六厩,ムマヤ,Mumaya,36.06,137.035,1015,C,11112010,52,1305,六厩,exact,1305,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1305&year=&month=&day=&view=
52196,宮之前,ミヤノマエ,Miyanomae,36.015,137.388333,930,C,11112010,52,1311,宮之前,exact,1311,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1311&year=&month=&day=&view=
52221,長滝,ナガタキ,Nagataki,35.923333,136.831667,430,C,11112110,52,1299,長滝,exact,1299,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1299&year=&month=&day=&view=
52286,萩原,ハギワラ,Hagiwara,35.888333,137.206667,425,C,11112010,52,0483,萩原,exact,0483,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0483&year=&month=&day=&view=
52331,八幡,ハチマン,Hachiman,35.756667,136.978333,271,C,11112010,52,0485,八幡,exact,0485,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0485&year=&month=&day=&view=
52346,宮地,ミヤジ,Miyaji,35.763333,137.288333,450,C,11112010,52,1066,宮地,exact,1066,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1066&year=&month=&day=&view=
52381,樽見,タルミ,Tarumi,35.638333,136.601667,190,C,11112110,52,0486,樽見,exact,0486,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0486&year=&month=&day=&view=
52406,金山,カナヤマ,Kanayama,35.661667,137.16,233,C,11112010,52,0487,金山,exact,0487,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0487&year=&month=&day=&view=
52461,美濃,ミノ,Mino,35.555,136.91,68,C,11112010,52,1057,美濃,exact,1057,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1057&year=&month=&day=&view=
52482,黒川,クロカワ,Kurokawa,35.598333,137.318333,517,C,11112010,52,1313,黒川,exact,1313,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1313&year=&month=&day=&view=
52511,揖斐川,イビガワ,Ibigawa,35.485,136.566667,45,C,11112010,52,1301,揖斐川,exact,1301,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1301&year=&month=&day=&view=
52536,美濃加茂,ミノカモ,Minokamo,35.445,137.005,74,C,11112010,52,0491,美濃加茂,exact,0491,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0491&year=&month=&day=&view=
52556,恵那,エナ,Ena,35.446667,137.403333,315,C,11112010,52,0493,恵那,exact,0493,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0493&year=&month=&day=&view=
52557,中津川,ナカツガワ,Nakatsugawa,35.476667,137.486667,378,C,11112010,52,0494,中津川,exact,0494,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0494&year=&month=&day=&view=
52571,関ケ原,セキガハラ,Sekigahara,35.363333,136.466667,130,C,11112110,52,0495,関ケ原,exact,0495,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0495&year=&month=&day=&view=
52581,大垣,オオガキ,Ogaki,35.346667,136.62,6,C,11112010,52,0496,大垣,exact,0496,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=0496&year=&month=&day=&view=
52586,岐阜,ギフ,Gifu,35.4,136.761667,13,A,11111111,52,47632,岐阜,exact,47632,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=52&block_no=47632&year=&month=&day=&view=
52606,多治見,タジミ,Tajimi,35.346667,137.108333,120,C,11112010,52,1058,多治見,exact,1058,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=52&block_no=1058&year=&month=&day=&view=
53041,桑名,クワナ,Kuwana,35.05,136.693333,3,C,11112010,53,0500,桑名,exact,0500,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=0500&year=&month=&day=&view=
53061,四日市,ヨッカイチ,Yokkaichi,34.94,136.58,55,B,11111011,53,47684,四日市,exact,47684,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=53&block_no=47684&year=&month=&day=&view=
53091,亀山,カメヤマ,Kameyama,34.87,136.453333,70,C,11112010,53,0503,亀山,exact,0503,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=0503&year=&month=&day=&view=
53112,上野,ウエノ,Ueno,34.761667,136.141667,159,B,11111011,53,47649,上野,exact,47649,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=53&block_no=47649&year=&month=&day=&view=
53133,津,ツ,Tsu,34.733333,136.518333,3,A,11111111,53,47651,津,exact,47651,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=53&block_no=47651&year=&month=&day=&view=
53196,小俣,オバタ,Obata,34.528333,136.665,10,C,11112010,53,0509,小俣,exact,0509,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=0509&year=&month=&day=&view=
53231,粥見,カユミ,Kayumi,34.448333,136.39,120,C,11112010,53,0510,粥見,exact,0510,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=0510&year=&month=&day=&view=
53257,鳥羽,トバ,Toba,34.481667,136.825,2,C,11112010,53,1230,鳥羽,exact,1230,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=1230&year=&month=&day=&view=
53296,南伊勢,ミナミイセ,Minami-Ise,34.345,136.681667,6,C,11112010,53,1258,南伊勢,exact,1258,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=1258&year=&month=&day=&view=
53326,紀伊長島,キイナガシマ,Kii-Nagashima,34.208333,136.326667,3,C,11112010,53,1349,紀伊長島,exact,1349,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=1349&year=&month=&day=&view=
53378,尾鷲,オワセ,Owase,34.068333,136.193333,15,B,11111011,53,47663,尾鷲,exact,47663,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=53&block_no=47663&year=&month=&day=&view=
53401,熊野新鹿,クマノアタシカ,Kumano-Atashika,33.931667,136.138333,23,C,11112010,53,1532,熊野新鹿,exact,1532,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=53&block_no=1532&year=&month=&day=&view=
54012,粟島,アワシマ,Awashima Island,38.465,139.253333,4,C,11112010,54,0995,粟島,exact,0995,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0995&year=&month=&day=&view=
54041,弾崎,ハジキザキ,Hajikizaki,38.33,138.511667,58,C,11112010,54,1315,弾崎,exact,1315,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=1315&year=&month=&day=&view=
54086,村上,ムラカミ,Murakami,38.226667,139.478333,10,C,11112010,54,0515,村上,exact,0515,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0515&year=&month=&day=&view=
54157,相川,アイカワ,Aikawa,38.028333,138.24,6,B,11111111,54,47602,相川,exact,47602,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=54&block_no=47602&year=&month=&day=&view=
54166,両津,リョウツ,Ryotsu,38.073333,138.44,2,C,11112010,54,0518,両津,exact,0518,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0518&year=&month=&day=&view=
54181,中条,ナカジョウ,Nakajo,38.076667,139.388333,14,C,11112010,54,1318,中条,exact,1318,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=1318&year=&month=&day=&view=
54191,下関,シモセキ,Shimoseki,38.091667,139.563333,33,C,11112110,54,1060,下関,exact,1060,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=1060&year=&month=&day=&view=
54232,新潟,ニイガタ,Niigata,37.893333,139.018333,4,A,11111111,54,47604,新潟,exact,47604,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=54&block_no=47604&year=&month=&day=&view=
54236,松浜,マツハマ：新潟空港,Matsuhama,37.955,139.111667,1,C,11110100,54,1469,松浜,exact,1469,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=1469&year=&month=&day=&view=
54271,羽茂,ハモチ,Hamochi,37.841667,138.313333,11,C,11112010,54,0996,羽茂,exact,0996,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0996&year=&month=&day=&view=
54296,新津,ニイツ,Niitsu,37.791667,139.086667,3,C,11112110,54,0521,新津,exact,0521,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0521&year=&month=&day=&view=
54341,巻,マキ,Maki,37.768333,138.913333,2,C,11112010,54,0522,巻,exact,0522,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0522&year=&month=&day=&view=
54387,寺泊,テラドマリ,Teradomari,37.64,138.766667,44,C,11112010,54,0524,寺泊,exact,0524,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0524&year=&month=&day=&view=
54396,三条,サンジョウ,Sanjo,37.64,138.955,9,C,11112010,54,0525,三条,exact,0525,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0525&year=&month=&day=&view=
54421,津川,ツガワ,Tsugawa,37.671667,139.446667,100,C,11112110,54,0527,津川,exact,0527,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0527&year=&month=&day=&view=
54501,長岡,ナガオカ,Nagaoka,37.45,138.823333,23,C,11112110,54,0529,長岡,exact,0529,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0529&year=&month=&day=&view=
54541,柏崎,カシワザキ,Kashiwazaki,37.351667,138.553333,7,C,11112110,54,0532,柏崎,exact,0532,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0532&year=&month=&day=&view=
54566,守門,スモン,Sumon,37.346667,139.043333,222,C,11112110,54,0997,守門,exact,0997,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0997&year=&month=&day=&view=
54586,大潟,オオガタ,Ogata,37.225,138.325,13,C,11112010,54,1302,大潟,exact,1302,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=1302&year=&month=&day=&view=
54616,小出,コイデ,Koide,37.226667,138.963333,98,C,11112110,54,0534,小出,exact,0534,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0534&year=&month=&day=&view=
54651,高田,タカダ,Takada,37.106667,138.246667,13,B,11111111,54,47612,高田,exact,47612,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=54&block_no=47612&year=&month=&day=&view=
54661,安塚,ヤスヅカ,Yasuzuka,37.106667,138.456667,126,C,11112110,54,0536,安塚,exact,0536,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0536&year=&month=&day=&view=
54676,十日町,トオカマチ,Tokamachi,37.143333,138.726667,170,C,11112110,54,0537,十日町,exact,0537,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0537&year=&month=&day=&view=
54711,糸魚川,イトイガワ,Itoigawa,37.043333,137.875,8,C,11112010,54,0539,糸魚川,exact,0539,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0539&year=&month=&day=&view=
54721,能生,ノウ,Nou,37.083333,138.023333,55,C,11112110,54,0540,能生,exact,0540,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0540&year=&month=&day=&view=
54816,関山,セキヤマ,Sekiyama,36.933333,138.221667,350,C,11112110,54,0998,関山,exact,0998,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0998&year=&month=&day=&view=
54836,津南,ツナン,Tsunan,36.996667,138.683333,452,C,11112110,54,0543,津南,exact,0543,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0543&year=&month=&day=&view=
54841,湯沢,ユザワ,Yuzawa,36.941667,138.81,340,C,11112110,54,0544,湯沢,exact,0544,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=54&block_no=0544&year=&month=&day=&view=
55022,朝日,アサヒ,Asahi,36.936667,137.563333,43,C,11112110,55,0546,朝日,exact,0546,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=0546&year=&month=&day=&view=
55041,氷見,ヒミ,Himi,36.825,136.968333,1,C,11112110,55,1309,氷見,exact,1309,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=1309&year=&month=&day=&view=
55056,魚津,ウオヅ,Uozu,36.821667,137.428333,48,C,11112110,55,0547,魚津,exact,0547,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=0547&year=&month=&day=&view=
55091,伏木,フシキ,Fushiki,36.791667,137.055,12,B,11111111,55,47606,伏木,exact,47606,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=55&block_no=47606&year=&month=&day=&view=
55102,富山,トヤマ,Toyama,36.708333,137.201667,9,A,11111111,55,47607,富山,exact,47607,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=55&block_no=47607&year=&month=&day=&view=
55141,砺波,トナミ,Tonami,36.61,136.955,69,C,11112110,55,0552,砺波,exact,0552,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=0552&year=&month=&day=&view=
55151,秋ヶ島,アキガシマ：富山空港,Akigashima,36.648333,137.186667,24,C,11110100,55,1533,秋ヶ島,exact,1533,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=1533&year=&month=&day=&view=
55166,上市,カミイチ,Kamiichi,36.67,137.423333,296,C,11112010,55,0553,上市,exact,0553,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=0553&year=&month=&day=&view=
55191,南砺高宮,ナントタカミヤ,Nanto-Takamiya,36.545,136.871667,91,C,11112010,55,0554,南砺高宮,exact,0554,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=0554&year=&month=&day=&view=
55206,八尾,ヤツオ,Yatsuo,36.57,137.158333,124,C,11112010,55,0555,八尾,exact,0555,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=55&block_no=0555&year=&month=&day=&view=
56036,珠洲,スズ,Suzu,37.446667,137.286667,4,C,11112110,56,0560,珠洲,exact,0560,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0560&year=&month=&day=&view=
56052,輪島,ワジマ,Wajima,37.39,136.895,5,B,11111111,56,47600,輪島,exact,47600,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=56&block_no=47600&year=&month=&day=&view=
56093,三井,ミイ：能登空港,Mii,37.293333,136.961667,219,C,11110000,56,1544,三井,exact,1544,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=1544&year=&month=&day=&view=
56116,志賀,シカ,Shika,37.143333,136.725,6,C,11112010,56,0564,志賀,exact,0564,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0564&year=&month=&day=&view=
56146,七尾,ナナオ,Nanao,37.03,136.991667,58,C,11112110,56,0565,七尾,exact,0565,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0565&year=&month=&day=&view=
56176,羽咋,ハクイ,Hakui,36.893333,136.776667,15,C,11112010,56,0566,羽咋,exact,0566,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0566&year=&month=&day=&view=
56186,かほく,カホク,Kahoku,36.711667,136.691667,42,C,11112010,56,0567,かほく,exact,0567,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0567&year=&month=&day=&view=
56227,金沢,カナザワ,Kanazawa,36.588333,136.633333,6,A,11111111,56,47605,金沢,exact,47605,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=56&block_no=47605&year=&month=&day=&view=
56276,小松,コマツ,Komatsu,36.381667,136.435,3,C,11112010,56,1324,小松,exact,1324,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=1324&year=&month=&day=&view=
56286,白山河内,ハクサンカワチ,Hakusan-kawachi,36.396667,136.62,136,C,11112110,56,0973,白山河内,exact,0973,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0973&year=&month=&day=&view=
56301,加賀中津原,カガナカツハラ,Kaga-Nakatsuhara,36.261667,136.396667,65,C,11112110,56,0571,加賀中津原,exact,0571,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=56&block_no=0571&year=&month=&day=&view=
57001,三国,ミクニ,Mikuni,36.243333,136.173333,34,C,11112010,57,1071,三国,exact,1071,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=1071&year=&month=&day=&view=
57026,春江,ハルエ：福井空港,Harue,36.141667,136.223333,5,C,11110000,57,1537,春江,exact,1537,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=1537&year=&month=&day=&view=
57051,越廼,コシノ,Koshino,36.011667,135.99,30,C,11112010,57,1316,越廼,exact,1316,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=1316&year=&month=&day=&view=
57066,福井,フクイ,Fukui,36.055,136.221667,9,A,11111111,57,47616,福井,exact,47616,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=57&block_no=47616&year=&month=&day=&view=
57082,勝山,カツヤマ,Katsuyama,36.038333,136.521667,196,C,11112010,57,1226,勝山,exact,1226,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=1226&year=&month=&day=&view=
57121,大野,オオノ,Ono,35.971667,136.496667,182,C,11112110,57,0573,大野,exact,0573,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=0573&year=&month=&day=&view=
57206,今庄,イマジョウ,Imajo,35.766667,136.2,128,C,11112110,57,0577,今庄,exact,0577,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=0577&year=&month=&day=&view=
57248,敦賀,ツルガ,Tsuruga,35.653333,136.061667,2,B,11111111,57,47631,敦賀,exact,47631,s,https://www.data.jma.go.jp/stats/etrn/view/rank_s.php?prec_no=57&block_no=47631&year=&month=&day=&view=
57286,美浜,ミハマ,Mihama,35.6,135.916667,10,C,11112010,57,1010,美浜,exact,1010,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=1010&year=&month=&day=&view=
57317,小浜,オバマ,Obama,35.483333,135.781667,10,C,11112110,57,0579,小浜,exact,0579,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=57&block_no=0579&year=&month=&day=&view=
60051,今津,イマヅ,Imazu,35.411667,136.028333,88,C,11112110,60,0580,今津,exact,0580,a,https://www.data.jma.go.jp/stats/etrn/view/rank_a.php?prec_no=60&block_no=0580&year=&month=&day=&view=
